YEAR,STATE,XX,REP_V,DEM_V,OTH_V,TOT_V,REP_S,DEM_S,OTH_S,TOT_S,VOTE_%,SEAT_%
2016,Alabama,AL,1322450,813121,30729,2166300,6,1,0,7,0.6192,0.8571
2016,Alaska,AK,155088,111019,42091,308198,1,0,0,1,0.5828,1.0000
2016,Arizona,AZ,1348466,1175949,16908,2541323,5,4,0,9,0.5342,0.5556
2016,Arkansas,AR,817114,385907,14645,1217666,4,0,0,4,0.6792,1.0000
2016,California,CA,5476370,8766202,0,14242572,14,39,0,53,0.3845,0.2642
2016,Colorado,CO,1288618,1263791,149029,2701438,4,3,0,7,0.5049,0.5714
2016,Connecticut,CT,558162,916815,100206,1575183,0,5,0,5,0.3784,0.0000
2016,Delaware,DE,172301,233554,14762,420617,0,1,0,1,0.4245,0.0000
2016,Florida,FL,4835600,4222981,118746,9177327,16,11,0,27,0.5338,0.5926
2016,Georgia,GA,2380817,1895829,0,4276646,10,4,0,14,0.5567,0.7143
2016,Hawaii,HI,85626,316265,35773,437664,0,2,0,2,0.2131,0.0000
2016,Idaho,ID,447544,208992,25058,681594,2,0,0,2,0.6817,1.0000
2016,Illinois,IL,2586373,3083747,33573,5703693,7,11,0,18,0.4561,0.3889
2016,Indiana,IN,1533131,1055717,115409,2704257,7,2,0,9,0.5922,0.7778
2016,Iowa,IA,813153,673969,28433,1515555,3,1,0,4,0.5468,0.7500
2016,Kansas,KS,737927,409212,73882,1221021,4,0,0,4,0.6433,1.0000
2016,Kentucky,KY,1253052,721752,332,1975136,5,1,0,6,0.6345,0.8333
2016,Louisiana,LA,1299373,639619,41428,1980420,5,1,0,6,0.6701,0.8333
2016,Maine,ME,357447,386627,27754,771828,1,1,0,2,0.4804,0.5000
2016,Maryland,MD,962088,1636200,109457,2707745,1,7,0,8,0.3703,0.1250
2016,Massachusetts,MA,1057248,2399639,118613,3575500,0,9,0,9,0.3058,0.0000
2016,Michigan,MI,2243402,2193980,233523,4670905,9,5,0,14,0.5056,0.6429
2016,Minnesota,MN,1431993,1925031,-399321,2957703,3,5,0,8,0.4266,0.3750
2016,Mississippi,MS,680810,449896,51567,1182273,3,1,0,4,0.6021,0.7500
2016,Missouri,MO,1600524,1041306,108249,2750079,6,2,0,8,0.6058,0.7500
2016,Montana,MT,285358,205919,16554,507831,1,0,0,1,0.5808,1.0000
2016,Nebraska,NE,557557,318235,9640,885432,3,0,0,3,0.6366,1.0000
2016,Nevada,NV,498104,508113,72280,1078497,1,3,0,4,0.4950,0.2500
2016,New Hampshire,NH,316001,336451,64041,716493,0,2,0,2,0.4843,0.0000
2016,New Jersey,NJ,1541631,1821620,100060,3463311,5,7,0,12,0.4584,0.4167
2016,New Mexico,NM,343124,436932,70,780126,1,2,0,3,0.4399,0.3333
2016,New York,NY,2535551,4219939,1124413,7879903,9,18,0,27,0.3753,0.3333
2016,North Carolina,NC,2447326,2142661,8471,4598458,10,3,0,13,0.5332,0.7692
2016,North Dakota,ND,241052,184856,-80377,345531,1,0,0,1,0.5660,1.0000
2016,Ohio,OH,2996017,2154523,67815,5218355,12,4,0,16,0.5817,0.7500
2016,Oklahoma,OK,980009,390215,46331,1416555,5,0,0,5,0.7152,1.0000
2016,Oregon,OR,848617,1026851,46452,1921920,1,4,0,5,0.4525,0.2000
2016,Pennsylvania,PA,3199140,2855976,22245,6077361,13,5,0,18,0.5283,0.7222
2016,Rhode Island,RI,141324,263642,26553,431519,0,2,0,2,0.3490,0.0000
2016,South Carolina,SC,1177365,767627,66754,2011746,6,1,0,7,0.6053,0.8571
2016,South Dakota,SD,237163,132810,0,369973,1,0,0,1,0.6410,1.0000
2016,Tennessee,TN,1493740,814181,83140,2391061,7,2,0,9,0.6472,0.7778
2016,Texas,TX,5050970,3876911,196150,9124031,25,11,0,36,0.5658,0.6944
2016,Utah,UT,710635,356287,47222,1114144,4,0,0,4,0.6661,1.0000
2016,Vermont,VT,0,264414,56053,320467,0,1,0,1,0.0000,0.0000
2016,Virginia,VA,1949218,1859426,44947,3853591,7,4,0,11,0.5118,0.6364
2016,Washington,WA,1567213,1834682,0,3401895,4,6,0,10,0.4607,0.4000
2016,West Virginia,WV,445017,224449,16883,686349,3,0,0,3,0.6647,1.0000
2016,Wisconsin,WI,1492917,1421904,53690,2968511,5,3,0,8,0.5122,0.6250
2016,Wyoming,WY,156176,75466,27146,258788,1,0,0,1,0.6742,1.0000
