FILE,YEAR,STATE,XX,REP_V,DEM_V,OTH_V,TOT_V,REP_S,DEM_S,OTH_S,TOT_S,VOTE_%,SEAT_%
New,2010,Alabama,AL,931048,641243,1044,1573335,6,1,0,7,0.4078,0.1429
Old,2010,Alabama,AL,931049,641244,1044,1573337,6,1,0,7,0.4078,0.1429
New,2010,New York,NY,1684256,2676754,481151,4842161,8,21,0,29,0.6138,0.7241
Old,2010,New York,NY,1684257,2678445,481151,4843853,8,21,0,29,0.6139,0.7241
New,2010,Texas,TX,3062382,1770257,106761,4939400,23,9,0,32,0.3663,0.2812
Old,2010,Texas,TX,3062381,1770256,106761,4939398,23,9,0,32,0.3663,0.2812
New,2010,Wisconsin,WI,1165761,938690,36031,2140482,5,3,0,8,0.4461,0.375
Old,2010,Wisconsin,WI,1165761,938690,36031,2140482,5,3,0,8,0.446,0.375
