YEAR,STATE,XX,REP_V,DEM_V,OTH_V,TOT_V,REP_S,DEM_S,OTH_S,TOT_S,VOTE_%,SEAT_%
2018,Alabama,AL,1055027,678687,1318,1735032,6,1,0,7,0.391464,0.142857
2018,Alaska,AK,149779,131199,1188,282166,1,0,0,1,0.466937,0.000000
2018,Arizona,AZ,1222096,1259455,3819,2485370,4,5,0,9,0.507527,0.555556
2018,Arkansas,AR,556339,312978,19841,889158,4,0,0,4,0.360027,0.000000
2018,California,CA,4638356,8233068,0,12871424,7,46,0,53,0.639639,0.867925
2018,Colorado,CO,1079772,1343211,90924,2513907,3,4,0,7,0.554363,0.571429
2018,Connecticut,CT,512495,808652,58661,1379808,0,5,0,5,0.612083,1.000000
2018,Delaware,DE,125384,227353,1077,353814,0,1,0,1,0.644540,1.000000
2018,Florida,FL,4140327,4189354,38666,8368347,14,13,0,27,0.502943,0.481481
2018,Georgia,GA,2105222,1899391,119,4004732,9,5,0,14,0.474301,0.357143
2018,Hawaii,HI,87348,287921,23388,398657,0,2,0,2,0.767239,1.000000
2018,Idaho,ID,367993,207303,20428,595724,2,0,0,2,0.360341,0.000000
2018,Illinois,IL,1754449,2757540,27715,4539704,5,13,0,18,0.611158,0.722222
2018,Indiana,IN,1247978,1000104,8067,2256149,7,2,0,9,0.444870,0.222222
2018,Iowa,IA,612338,664676,39428,1316442,1,3,0,4,0.520492,0.750000
2018,Kansas,KS,563190,464380,22752,1050322,3,1,0,4,0.451921,0.250000
2018,Kentucky,KY,935304,612977,21517,1569798,5,1,0,6,0.395908,0.166667
2018,Louisiana,LA,917222,553184,25894,1496300,5,1,0,6,0.376212,0.166667
2018,Maine,ME,250119,343635,37580,631334,0,2,0,2,0.578750,1.000000
2018,Maryland,MD,737906,1493047,55331,2286284,1,7,0,8,0.669242,0.875000
2018,Massachusetts,MA,903591,1957288,69964,2930843,0,9,0,9,0.684156,1.000000
2018,Michigan,MI,1944807,2222793,95297,4262897,6,7,1,14,0.533351,0.538462
2018,Minnesota,MN,1125533,1420769,30694,2576996,3,5,0,8,0.557973,0.625000
2018,Mississippi,MS,542914,407271,6513,956698,3,1,0,4,0.428623,0.250000
2018,Missouri,MO,1330975,1027969,59469,2418413,6,2,0,8,0.435775,0.250000
2018,Montana,MT,256661,233284,14476,504421,1,0,0,1,0.476143,0.000000
2018,Nebraska,NE,432077,264493,0,696570,3,0,0,3,0.379708,0.000000
2018,Nevada,NV,439727,491272,29775,960774,1,3,0,4,0.527683,0.750000
2018,New Hampshire,NH,248986,311242,10516,570744,0,2,0,2,0.555563,1.000000
2018,New Jersey,NJ,1198664,1856819,43260,3098743,1,11,0,12,0.607701,0.916667
2018,New Mexico,NM,264701,404026,24584,693311,0,3,0,3,0.604172,1.000000
2018,New York,NY,2079522,3884565,623648,6587735,6,21,0,27,0.651326,0.777778
2018,North Carolina,NC,1812821,1810085,42242,3665148,10,3,0,13,0.499622,0.230769
2018,North Dakota,ND,193568,114377,13587,321532,1,0,0,1,0.371420,0.000000
2018,Ohio,OH,2291333,2082684,32341,4406358,12,4,0,16,0.476149,0.250000
2018,Oklahoma,OK,730531,428452,19853,1178836,4,1,0,5,0.369679,0.200000
2018,Oregon,OR,702531,1061412,83703,1847646,1,4,0,5,0.601727,0.800000
2018,Pennsylvania,PA,2305462,2712665,10950,5029077,9,9,0,18,0.540573,0.500000
2018,Rhode Island,RI,129838,242575,867,373280,0,2,0,2,0.651360,1.000000
2018,South Carolina,SC,927494,758340,23458,1709292,5,2,0,7,0.449831,0.285714
2018,South Dakota,SD,202695,121033,12237,335965,1,0,0,1,0.373873,0.000000
2018,Tennessee,TN,1279655,846450,33720,2159825,7,2,0,9,0.398122,0.222222
2018,Texas,TX,4419328,3955774,126652,8501754,23,13,0,36,0.472325,0.361111
2018,Utah,UT,617307,374009,61190,1052506,3,1,0,4,0.377285,0.250000
2018,Vermont,VT,70705,188547,18978,278230,0,1,0,1,0.727273,1.000000
2018,Virginia,VA,1501558,1885112,18087,3404757,4,7,0,11,0.556627,0.636364
2018,Washington,WA,1096090,1895979,148968,3141037,3,7,0,10,0.633668,0.700000
2018,West Virginia,WV,337146,234568,6277,577991,3,0,0,3,0.410289,0.000000
2018,Wisconsin,WI,1305442,1367492,23020,2695954,5,3,0,8,0.511607,0.375000
2018,Wyoming,WY,127963,59903,17409,205275,1,0,0,1,0.318860,0.000000
